Date,Location,Check_Ave,Sales,Item_Count
2/21/2019,ETC,7.2,"10,332.36",3232
2/21/2019,Cellar,17.52,"3,639.29",799
2/21/2019,Lou's,5.95,"3,713.13",1175
2/21/2019,Dean's Den,7.05,"1,113.58",369
2/21/2019,Post Office,20.1,539.22,31
2/21/2019,Concessions,6.81,286,95
2/22/2019,Lou's,6.44,"1,192.49",376
2/22/2019,Post Office,14.12,493.39,36
2/22/2019,8:15,4.28,"1,854.09",711
2/22/2019,ETC,7.46,"9,409.65",3165
2/22/2019,Cellar,15.43,"4,083.57",922
2/22/2019,Tylers,7.7,"3,687.65",908
2/22/2019,Passport,7.05,"3,607.09",1346
2/23/2019,ETC,7.96,"7,689.90",2222
2/23/2019,Passport,8.78,"1,624.10",586
2/23/2019,8:15,4.43,"1,330.74",484
2/23/2019,Concessions,6.16,"2,727.00",898
2/23/2019,Cellar,15.82,"4,569.27",1055
2/24/2019,Concessions,5.27,501,164
2/24/2019,Concessions,6.38,523,171
2/24/2019,Cellar,15.04,"3,156.82",749
2/24/2019,Concessions,6.8,510,168
2/24/2019,ETC,8.06,"10,489.38",3124
2/24/2019,8:15,4.21,"4,601.09",1727
2/24/2019,Dean's Den,8.28,"1,241.69",396
2/24/2019,Tylers,9.15,"3,259.48",741
2/25/2019,Cellar,16.86,"2,720.74",612
2/25/2019,ETC,7.2,"11,961.91",3578
2/25/2019,Passport,6.71,"5,230.72",1906
2/25/2019,Dean's Den,7.01,"1,009.38",340
2/25/2019,8:15,4.15,"5,875.85",2236
2/25/2019,Concessions,3.9,82,28
2/25/2019,Post Office,7.65,290.21,42
2/25/2019,Lou's,6.19,"5,172.87",1693
2/25/2019,Tylers,7.84,"5,011.19",1207
2/26/2019,Post Office,8.8,246.37,32
2/26/2019,Tylers,7.74,"5,048.02",1253
2/26/2019,8:15,4.06,"5,454.24",2110
2/26/2019,Lou's,6.15,"4,570.39",1504
2/26/2019,Cellar,17.21,"3,455.15",749
2/26/2019,ETC,7.11,"11,695.12",3695
2/26/2019,Passport,6.89,"5,607.30",1949
2/26/2019,Dean's Den,6.93,"1,060.49",313
2/27/2019,Cellar,21.16,"5,137.04",1027
2/27/2019,Passport,7.03,"5,413.68",1977
2/27/2019,Dean's Den,5.94,909.1,297
2/27/2019,Concessions,0,0,
2/27/2019,Post Office,24.08,600.2,30
2/27/2019,Tylers,7.82,"5,014.29",1211
2/27/2019,ETC,7.22,"11,351.98",3391
2/27/2019,Lou's,6.07,"4,568.71",1446
2/27/2019,8:15,4.14,"5,588.80",2183
2/28/2019,Post Office,9.29,332.88,40
2/28/2019,Passport,6.99,"5,397.35",1981
2/28/2019,8:15,4.17,"4,300.12",1681
2/28/2019,Tylers,7.77,"5,031.20",1241
2/28/2019,ETC,6.91,"10,349.14",3190
2/28/2019,Lou's,5.81,"3,880.33",1292
2/28/2019,Cellar,18.5,"4,209.91",874
2/28/2019,Dean's Den,6.54,"1,007.73",330
3/1/2019,Cellar,17.44,"3,981.07",876
3/1/2019,Post Office,10.28,367.04,45
3/1/2019,Lou's,6.23,"1,263.55",392
3/1/2019,ETC,7.97,"9,957.88",3044
3/1/2019,Tylers,7.99,"3,971.93",983
3/1/2019,Passport,7.23,"4,135.70",1534
3/1/2019,Concessions,5.73,"2,136.00",690
3/1/2019,8:15,4.19,"2,087.73",826
3/2/2019,Concessions,8.94,"11,413.00",2466
3/2/2019,Cellar,15.1,"4,771.88",1127
3/2/2019,ETC,7.79,"7,894.88",2403
3/2/2019,Passport,7.73,"1,542.79",570
3/2/2019,8:15,4.28,"1,145.38",456
3/2/2019,Concessions,4.9,377,141
3/2/2019,Concessions,8.95,"13,930.00",2982
3/3/2019,Dean's Den,7.3,"1,110.02",353
3/3/2019,Concessions,4.56,146,58
3/3/2019,Tylers,8.71,"2,902.53",630
3/3/2019,8:15,4.1,"4,018.50",1564
3/3/2019,ETC,7.97,"10,015.28",2969
3/3/2019,Cellar,16.3,"4,231.17",1038
3/3/2019,Passport,0,0,
3/4/2019,Tylers,7.87,"4,125.03",1019
3/4/2019,8:15,4.02,"5,795.33",2260
3/4/2019,Cellar,16.18,"2,408.93",556
3/4/2019,ETC,6.83,"11,217.46",3521
3/4/2019,Dean's Den,5.98,"1,063.12",368
3/4/2019,Lou's,6.37,"5,191.96",1687
3/4/2019,Post Office,14.55,580.22,41
3/4/2019,Passport,7.12,"5,652.98",2093
3/5/2019,Lou's,6.04,"4,750.85",1540
3/5/2019,Dean's Den,7.04,"1,062.50",340
3/5/2019,Post Office,13.48,457.34,39
3/5/2019,Tylers,7.52,"4,882.65",1203
3/5/2019,Cellar,16.25,"2,817.08",698
3/5/2019,8:15,4.04,"6,066.83",2329
3/5/2019,Concessions,5.72,555,185
3/5/2019,ETC,6.19,"9,644.72",3117
3/5/2019,Passport,6.57,"5,230.76",1919
3/6/2019,Passport,6.81,"4,998.01",1847
3/6/2019,8:15,4.16,"5,624.58",2240
3/6/2019,Tylers,7.47,"4,471.67",1133
3/6/2019,ETC,7.08,"10,484.55",3214
3/6/2019,Cellar,16.38,"4,526.81",1014
3/6/2019,Lou's,6.02,"4,216.72",1361
3/6/2019,Dean's Den,6.82,947.29,319
3/6/2019,Post Office,8.23,235.78,33
3/7/2019,Lou's,5.64,"3,379.50",1052
3/7/2019,Post Office,11.78,363.7,32
3/7/2019,ETC,7.28,"9,908.40",3087
3/7/2019,8:15,4.26,"4,008.45",1536
3/7/2019,Cellar,18.11,"3,181.59",707
3/7/2019,Dean's Den,5.92,940.37,322
3/7/2019,Passport,6.81,"5,278.12",1990
3/7/2019,Tylers,7.83,"5,130.40",1275
3/8/2019,Passport,6.63,"2,685.65",1056
3/8/2019,ETC,9.89,"8,631.45",2695
3/8/2019,Tylers,7.03,"1,768.04",475
3/8/2019,Lou's,6.15,786.46,238
3/8/2019,8:15,4.52,"1,185.11",466
3/8/2019,Post Office,7.21,215.95,29
3/9/2019,Concessions,8.36,"11,014.00",2993
3/9/2019,Tylers,9.53,"2,599.76",620
3/9/2019,Concessions,7.44,"1,666.00",525
3/9/2019,Concessions,8.75,"10,233.00",2725
3/10/2019,Concessions,7.35,463,146
3/10/2019,Tylers,8.59,"1,439.79",360
3/11/2019,Post Office,16.18,355.79,27
3/11/2019,8:15,4.83,303.63,115
3/11/2019,ETC,9.95,"1,355.17",411
3/12/2019,Post Office,13.5,229.18,19
3/12/2019,Concessions,5.88,147,45
3/12/2019,ETC,9.03,"1,249.80",387
3/12/2019,8:15,4.99,368.31,149
3/13/2019,Post Office,26.7,400.11,19
3/13/2019,ETC,7.59,850.5,265
3/13/2019,8:15,5.01,350.93,137
3/13/2019,Lou's,0,0,
3/14/2019,Post Office,14.11,253,25
3/14/2019,8:15,5.09,478.14,177
3/14/2019,ETC,9.87,"1,354.52",382
3/14/2019,Lou's,0,0,
3/14/2019,Passport,0,0,
3/14/2019,Cellar,21.73,482.82,69
3/15/2019,8:15,5.24,495.25,180
3/15/2019,ETC,9.41,"1,637.39",451
3/15/2019,Concessions,5.86,287,94
3/15/2019,Post Office,5.56,61.04,14
3/16/2019,Concessions,5.47,312,108
3/16/2019,Concessions,8.01,"1,561.00",472
3/16/2019,ETC,7.77,"1,602.27",500
3/17/2019,8:15,4.17,902,339
3/17/2019,ETC,9.02,"9,725.66",2764
3/17/2019,Concessions,5.13,421,140
3/18/2019,Lou's,6.32,"5,175.31",1618
3/18/2019,Concessions,4.66,163,64
3/18/2019,Dean's Den,7.1,972.77,319
3/18/2019,Post Office,13.5,619.64,51
3/18/2019,Tylers,8.34,"5,112.40",1159
3/18/2019,Passport,6.97,"5,364.33",1976
3/18/2019,ETC,7.65,"12,216.54",3651
3/18/2019,Cellar,17.27,"3,055.51",650
3/18/2019,8:15,3.94,"4,803.41",1869
3/19/2019,Cellar,16.83,"3,771.52",865
3/19/2019,ETC,7.01,"11,048.16",3352
3/19/2019,Passport,6.94,"5,430.84",2017
3/19/2019,Tylers,8.29,"5,962.75",1364
3/19/2019,8:15,4.09,"5,185.61",2008
3/19/2019,Dean's Den,6.4,946.42,324
3/19/2019,Lou's,6.01,"4,616.94",1484
3/19/2019,Post Office,10.12,403.54,41
3/20/2019,Concessions,6.04,169,56
3/20/2019,Lou's,6.78,"4,758.15",1484
3/20/2019,8:15,4.33,"5,098.42",1944
3/20/2019,Post Office,12.25,500.9,43
3/20/2019,ETC,6.87,"10,809.61",3342
3/20/2019,Cellar,16.62,"5,290.10",1129
3/20/2019,Dean's Den,6.6,876.57,307
3/20/2019,Passport,6.89,"5,446.63",1975
3/20/2019,Tylers,7.81,"5,404.91",1248
3/21/2019,Cellar,17.32,"3,248.82",684
3/21/2019,ETC,7.61,"10,791.74",3240
3/21/2019,Passport,7.45,"5,407.61",1927
3/21/2019,Dean's Den,6.7,"1,024.78",326
3/21/2019,Post Office,5.17,80.85,17
3/21/2019,Tylers,8.08,"5,750.11",1334
3/21/2019,8:15,4.22,"4,160.52",1601
3/21/2019,Lou's,6.1,"4,108.31",1307
3/22/2019,Concessions,4.59,133,49
3/22/2019,Post Office,8.86,292.07,38
3/22/2019,8:15,4.26,"2,114.28",823
3/22/2019,Lou's,6.71,"1,452.33",467
3/22/2019,Tylers,8.14,"4,619.10",1067
3/22/2019,Cellar,17.37,"3,551.39",792
3/22/2019,Passport,7.15,"4,594.61",1701
3/22/2019,ETC,7.33,"10,088.77",3082
3/23/2019,ETC,7.42,"8,027.50",2399
3/23/2019,Passport,7.67,"1,827.88",681
3/23/2019,Cellar,15.09,"5,025.74",1073
3/23/2019,Concessions,7.09,227,73
3/23/2019,8:15,4.71,"1,431.92",510
3/24/2019,ETC,7.6,"10,822.84",3236
3/24/2019,8:15,4.33,"5,036.35",1901
3/24/2019,Tylers,9.03,"3,258.13",657
3/24/2019,Concessions,7.13,806,245
3/24/2019,Dean's Den,8.07,"1,185.64",386
3/24/2019,Cellar,15.6,"3,972.05",978
3/24/2019,Concessions,5.05,313,99
3/25/2019,Dean's Den,6.45,"1,140.42",402
3/25/2019,Post Office,9.29,471.33,55
3/25/2019,Cellar,16.05,"3,062.44",736
3/25/2019,Lou's,6.21,"5,284.01",1718
3/25/2019,Passport,7.18,"5,604.06",1858
3/25/2019,Tylers,8.35,"5,836.22",1277
3/25/2019,ETC,6.99,"11,490.58",3555
3/25/2019,8:15,4.18,"5,937.64",2245
3/26/2019,Tylers,8.11,"5,969.24",1388
3/26/2019,8:15,4.44,"6,086.18",2231
3/26/2019,ETC,6.93,"11,609.40",3669
3/26/2019,Passport,7.1,"5,728.19",2021
3/26/2019,Lou's,6.3,"4,876.88",1593
3/26/2019,Cellar,17.72,"3,554.81",779
3/26/2019,Dean's Den,6.04,893,293
3/26/2019,Post Office,7.58,218.97,32
3/27/2019,Dean's Den,6.1,932.92,330
3/27/2019,Lou's,6.01,"4,618.59",1550
3/27/2019,Post Office,10.93,291.85,28
3/27/2019,Tylers,8.22,"5,175.54",1181
3/27/2019,8:15,4.29,"5,706.58",2145
3/27/2019,Cellar,16.99,"6,339.59",1345
3/27/2019,Passport,6.93,"5,564.50",2065
3/27/2019,ETC,7.46,"11,596.68",3557
3/28/2019,8:15,4.32,"4,548.80",1731
3/28/2019,Tylers,8.32,"5,651.99",1307
3/28/2019,Cellar,16.78,"3,922.26",870
3/28/2019,Dean's Den,6.61,878.42,296
3/28/2019,ETC,6.64,"9,510.61",3006
3/28/2019,Passport,7.06,"5,641.61",2006
3/28/2019,Lou's,6.15,"3,916.23",1257
3/28/2019,Post Office,14.15,491.69,36
3/29/2019,Lou's,7.31,"1,585.69",520
3/29/2019,Concessions,6.08,486,153
3/29/2019,Passport,7.17,"4,586.13",1654
3/29/2019,Tylers,8.02,"4,426.27",1041
3/29/2019,Concessions,5.1,587,184
3/29/2019,8:15,4.52,"2,325.66",896
3/29/2019,Cellar,17.36,"4,178.20",972
3/29/2019,Post Office,19.38,793.42,45
3/29/2019,ETC,7.25,"9,042.88",2825
3/30/2019,Passport,7.63,"1,963.46",760
3/30/2019,ETC,7.66,"8,960.11",2722
3/30/2019,Concessions,6.44,"1,462.00",429
3/30/2019,8:15,4.85,"1,246.60",459
3/30/2019,Cellar,14.82,"4,636.35",1016
3/30/2019,Concessions,5.65,514,159
3/31/2019,Tylers,9.83,"3,376.25",691
3/31/2019,Cellar,15.87,"3,456.78",899
3/31/2019,Dean's Den,7.76,976.18,316
3/31/2019,ETC,8.25,"10,596.55",3144
3/31/2019,8:15,4.39,"5,044.71",1873
3/31/2019,Concessions,5.67,204,67
4/1/2019,Cellar,17.35,"2,605.52",593
4/1/2019,ETC,7.08,"11,015.59",3308
4/1/2019,Dean's Den,6.51,715.31,239
4/1/2019,Passport,7.24,"5,557.21",2047
4/1/2019,Post Office,11.54,564.46,57
4/1/2019,Tylers,7.78,"4,724.52",1120
4/1/2019,8:15,4.04,"5,808.08",2258
4/1/2019,Lou's,6.36,"5,382.92",1763
4/2/2019,8:15,4.3,"5,751.59",2161
4/2/2019,Post Office,8.92,355.43,47
4/2/2019,Lou's,5.97,"5,042.73",1676
4/2/2019,ETC,6.89,"10,860.02",3315
4/2/2019,Cellar,22.49,"3,493.40",734
4/2/2019,Tylers,8.03,"5,656.59",1318
4/2/2019,Dean's Den,6.94,"1,088.33",348
4/2/2019,Passport,7.01,"5,339.17",1952
4/3/2019,Cellar,17.19,"6,320.33",1392
4/3/2019,Passport,7.12,"6,015.86",2250
4/3/2019,ETC,6.8,"10,698.35",3268
4/3/2019,Dean's Den,6.39,"1,129.87",394
4/3/2019,Tylers,8.2,"5,408.53",1261
4/3/2019,Post Office,10.1,282.15,31
4/3/2019,Lou's,6.35,"5,041.42",1648
4/3/2019,8:15,4.4,"6,200.89",2279
4/3/2019,Concessions,6.08,310,99
4/4/2019,Post Office,60.17,"2,104.86",40
4/4/2019,Passport,7.24,"5,559.91",2057
4/4/2019,Lou's,5.96,"4,039.68",1369
4/4/2019,8:15,4.47,"4,779.45",1758
4/4/2019,Cellar,17.32,"3,129.51",712
4/4/2019,ETC,7.04,"10,639.53",3270
4/4/2019,Tylers,7.43,"4,274.39",999
4/4/2019,Dean's Den,6.58,959.29,307
4/5/2019,ETC,8.38,"10,076.15",2994
4/5/2019,Passport,7.04,"3,338.00",1280
4/5/2019,Post Office,9.01,197.65,22
4/5/2019,8:15,4.56,"1,880.77",700
4/5/2019,Lou's,7.18,"1,172.20",368
4/5/2019,Cellar,17.67,"5,271.85",1195
4/5/2019,Tylers,8.18,"3,606.53",816
4/6/2019,8:15,5.17,633.13,215
4/6/2019,Passport,8.29,"1,031.27",390
4/6/2019,ETC,8.21,"7,006.38",2098
4/6/2019,Concessions,9.05,"1,539.00",443
4/7/2019,Dean's Den,7.19,940.78,321
4/7/2019,Cellar,17.07,"3,692.65",901
4/7/2019,Tylers,9.02,"2,364.79",512
4/7/2019,8:15,4.46,"4,401.13",1623
4/7/2019,ETC,8.12,"10,779.51",3162
4/8/2019,Tylers,8.04,"5,469.87",1255
4/8/2019,8:15,4.41,"5,771.17",2114
4/8/2019,ETC,7.44,"10,647.63",3187
4/8/2019,Passport,7.24,"5,591.43",1966
4/8/2019,Lou's,6.05,"5,715.59",1905
4/8/2019,Cellar,15.65,"2,414.24",600
4/8/2019,Dean's Den,5.4,792.83,283
4/8/2019,Post Office,7.62,318.79,48
4/9/2019,Lou's,6.03,"4,432.69",1492
4/9/2019,Dean's Den,6.62,"1,072.51",346
4/9/2019,Post Office,9.89,434.43,44
4/9/2019,Tylers,7.62,"5,252.29",1221
4/9/2019,8:15,4.26,"5,708.29",2108
4/9/2019,Cellar,18.81,"3,727.10",828
4/9/2019,Passport,7.05,"5,665.96",2038
4/9/2019,ETC,7.76,"12,444.09",3684
4/10/2019,Passport,7.03,"5,520.01",2080
4/10/2019,Tylers,8.04,"4,738.45",1142
4/10/2019,Cellar,19.28,"5,968.82",1292
4/10/2019,Lou's,6.22,"4,662.64",1491
4/10/2019,Dean's Den,5.83,859.65,293
4/10/2019,ETC,7.86,"11,344.72",3378
4/10/2019,Post Office,20.83,769.43,40
4/10/2019,8:15,4.36,"5,515.44",2057
4/11/2019,Lou's,6.01,"3,354.43",1080
4/11/2019,Cellar,17.08,"3,557.31",764
4/11/2019,Passport,7.41,"5,598.38",2033
4/11/2019,ETC,11.24,"17,204.31",5073
4/11/2019,8:15,4.49,"4,403.39",1624
4/11/2019,Tylers,7.39,"3,969.33",994
4/11/2019,Post Office,8.82,343.99,42
4/11/2019,Dean's Den,7.03,821.26,278
4/12/2019,Concessions,4.68,304,96
4/12/2019,Passport,7.46,"3,326.27",1229
4/12/2019,ETC,11.17,"12,812.67",3647
4/12/2019,Cellar,16.84,"2,604.06",612
4/12/2019,Tylers,7.21,"3,364.39",832
4/12/2019,Lou's,6.43,755.17,244
4/12/2019,Post Office,10.46,470,53
4/12/2019,8:15,4.68,"1,679.98",631
4/13/2019,8:15,4.61,909.37,323
4/13/2019,Cellar,15.38,"2,338.98",617
4/13/2019,ETC,8.65,"6,509.00",1818
4/13/2019,Passport,8.17,"1,147.98",421
4/14/2019,Cellar,16.75,"2,516.02",659
4/14/2019,ETC,8.46,"8,531.14",2462
4/14/2019,Dean's Den,6.92,835.78,305
4/14/2019,Tylers,9.07,"2,234.62",503
4/14/2019,8:15,4.51,"3,454.88",1257
4/15/2019,Post Office,7.46,737.29,123
4/15/2019,Lou's,5.96,"4,890.74",1627
4/15/2019,8:15,4.24,"5,767.29",2222
4/15/2019,ETC,7.94,"10,746.11",3179
4/15/2019,Cellar,17.81,"3,117.75",692
4/15/2019,Tylers,7.94,"4,170.37",999
4/15/2019,Dean's Den,6.28,758.18,254
4/15/2019,Passport,7.41,"5,512.42",1927
4/16/2019,Cellar,20.37,"3,441.48",764
4/16/2019,Dean's Den,5.94,835.74,278
4/16/2019,Post Office,15.42,877.33,62
4/16/2019,ETC,7.2,"10,242.90",3120
4/16/2019,Passport,7.38,"4,738.03",1764
4/16/2019,Lou's,6.19,"5,075.96",1666
4/16/2019,Tylers,7.84,"4,866.43",1205
4/16/2019,8:15,4.27,"6,253.55",2441
4/17/2019,Post Office,9.12,263.79,43
4/17/2019,Passport,7.17,"5,911.39",2208
4/17/2019,Lou's,6.07,"3,987.83",1303
4/17/2019,Cellar,18.58,"5,348.05",1069
4/17/2019,ETC,7.7,"10,831.30",3120
4/17/2019,8:15,4.46,"6,108.51",2319
4/17/2019,Dean's Den,6.89,949.1,337
4/17/2019,Tylers,8.08,"5,018.77",1223
4/17/2019,Concessions,6.28,182,58
4/18/2019,Dean's Den,6.52,709.6,237
4/18/2019,8:15,4.58,"4,993.64",1875
4/18/2019,Passport,7.47,"5,770.93",2117
4/18/2019,ETC,7.82,"11,544.26",3423
4/18/2019,Post Office,13,479.22,45
4/18/2019,Lou's,6.09,"3,570.83",1136
4/18/2019,Cellar,22.95,"4,411.78",923
4/18/2019,Tylers,8.08,"4,478.60",1115
4/19/2019,Tylers,8.17,"3,318.59",826
4/19/2019,8:15,4.57,"1,917.20",708
4/19/2019,Cellar,18.09,"3,605.48",838
4/19/2019,Concessions,6.92,609,192
4/19/2019,ETC,9.29,"9,660.61",2639
4/19/2019,Passport,7.62,"4,184.21",1599
4/19/2019,Post Office,10.35,236.31,26
4/19/2019,Lou's,7.11,"1,156.58",351
4/20/2019,Concessions,5.96,"1,263.00",399
4/20/2019,Concessions,7.62,"2,004.00",588
4/20/2019,Passport,8.3,"1,686.02",624
4/20/2019,Cellar,18.78,"2,832.66",582
4/20/2019,8:15,4.85,"1,264.18",452
4/20/2019,ETC,8.39,"7,124.36",2038
4/21/2019,Tylers,8.89,"1,847.09",412
4/21/2019,8:15,4.33,"4,097.29",1505
4/21/2019,ETC,9.34,"9,522.78",2708
4/21/2019,Concessions,5.63,557,176
4/21/2019,Cellar,16.35,"2,652.99",668
4/21/2019,Dean's Den,6.37,704.28,231
4/22/2019,Lou's,6.24,"5,014.94",1593
4/22/2019,Post Office,8.87,309.28,39
4/22/2019,ETC,8.26,"11,019.65",3215
4/22/2019,8:15,4.3,"6,167.45",2385
4/22/2019,Passport,7.21,"5,328.65",1848
4/22/2019,Tylers,7.84,"4,046.38",988
4/22/2019,Dean's Den,7.34,679.99,220
4/22/2019,Cellar,19.43,"2,985.81",706
4/23/2019,Passport,7.08,"4,983.23",1852
4/23/2019,Cellar,19.85,"3,204.92",667
4/23/2019,ETC,7.02,"9,056.18",2761
4/23/2019,8:15,4.31,"5,889.56",2229
4/23/2019,Tylers,7.76,"4,058.06",994
4/23/2019,Dean's Den,5.62,605.42,202
4/23/2019,Lou's,6.02,"3,579.77",1179
4/23/2019,Post Office,6.98,272.01,42
4/24/2019,Concessions,5.57,379,119
4/24/2019,8:15,4.33,"5,840.12",2192
4/24/2019,ETC,8.4,"11,003.52",3153
4/24/2019,Cellar,18.5,"6,089.59",1153
4/24/2019,Passport,7.18,"5,571.52",2036
4/24/2019,Tylers,7.67,"4,193.43",1031
4/24/2019,Post Office,13.62,435.23,32
4/24/2019,Lou's,5.94,"4,133.89",1335
4/24/2019,Dean's Den,6.14,655.52,223
4/25/2019,Cellar,20.65,"3,651.09",746
4/25/2019,Passport,7.52,"5,216.52",1923
4/25/2019,ETC,10.04,"12,379.74",3550
4/25/2019,Dean's Den,5.99,800.48,262
4/25/2019,Post Office,22.25,577.84,33
4/25/2019,8:15,4.5,"4,640.14",1779
4/25/2019,Lou's,6.24,"3,154.37",1010
4/25/2019,Tylers,7.37,"3,529.37",896
4/26/2019,Post Office,32.44,616.27,19
4/26/2019,Tylers,7.97,"2,752.23",712
4/26/2019,Lou's,6.65,"1,194.10",375
4/26/2019,8:15,4.63,"2,464.51",943
4/26/2019,Cellar,19.28,"2,684.51",568
4/26/2019,Passport,7.49,"3,497.21",1302
4/26/2019,ETC,8.2,"7,829.37",2334
4/27/2019,ETC,8.18,"8,173.66",2401
4/27/2019,Cellar,15.58,"3,026.66",729
4/27/2019,Passport,7.52,"1,980.83",770
4/27/2019,8:15,4.77,"2,627.95",1031
4/28/2019,ETC,7.92,"9,170.86",2732
4/28/2019,8:15,4.55,"5,098.54",1957
4/28/2019,Dean's Den,6.53,481.01,176
4/28/2019,Cellar,21.63,"2,548.78",606
4/28/2019,Tylers,8.47,"1,803.19",404
4/29/2019,Dean's Den,5.6,540.42,183
4/29/2019,Post Office,13.05,468.08,55
4/29/2019,ETC,9.05,"12,234.82",3467
4/29/2019,Tylers,8.18,"3,772.46",927
4/29/2019,Cellar,18.28,"1,254.37",314
4/29/2019,Passport,7.36,"4,154.26",1599
4/29/2019,Lou's,6.53,"3,013.74",970
4/29/2019,8:15,4.4,"5,752.02",2241
4/30/2019,Tylers,8.11,"3,465.45",859
4/30/2019,8:15,4.33,"5,835.54",2292
4/30/2019,ETC,8.04,"10,198.53",3019
4/30/2019,Cellar,15.42,"1,136.60",321
4/30/2019,Passport,7.63,"3,899.19",1452
4/30/2019,Dean's Den,6.2,560.91,193
4/30/2019,Lou's,6.4,"2,572.60",838
4/30/2019,Post Office,10.58,369.96,39
5/1/2019,Lou's,6.35,"2,367.16",754
5/1/2019,Dean's Den,6.28,605.74,203
5/1/2019,8:15,4.59,"5,391.62",2019
5/1/2019,Post Office,14.14,622.12,46
5/1/2019,Passport,7.32,"3,991.87",1557
5/1/2019,ETC,10.99,"12,767.10",3336
5/1/2019,Cellar,18.02,"1,158.67",291
5/1/2019,Tylers,7.78,"3,326.91",843
5/2/2019,Tylers,8.13,"3,052.72",780
5/2/2019,8:15,4.6,"4,904.93",1845
5/2/2019,Cellar,21.05,"1,096.97",269
5/2/2019,Passport,7.96,"3,943.99",1444
5/2/2019,ETC,12.61,"14,735.54",3892
5/2/2019,Dean's Den,5.98,416.37,140
5/2/2019,Lou's,6.73,"1,927.24",603
5/2/2019,Post Office,25.67,897.47,41
5/3/2019,Lou's,6.37,732,219
5/3/2019,Concessions,5.35,182,59
5/3/2019,Dean's Den,18.35,751.18,189
5/3/2019,Post Office,27.4,"1,911.27",78
5/3/2019,Passport,7.81,"3,083.32",1216
5/3/2019,Tylers,8.58,"3,534.70",901
5/3/2019,8:15,4.75,"2,194.59",844
5/3/2019,ETC,19.23,"21,523.37",5693
5/4/2019,ETC,23.36,"26,666.43",7838
5/4/2019,Passport,8.76,"2,106.51",789
5/4/2019,Concessions,5.57,301,92
5/5/2019,Concessions,4.92,187,60
5/5/2019,ETC,16.12,"5,006.72",1551
5/6/2019,ETC,9.3,"1,350.98",402
5/6/2019,Passport,7.66,"1,133.52",428
5/6/2019,Post Office,16.41,622.85,43
5/6/2019,8:15,5.36,373.82,130
5/7/2019,Concessions,7.09,78,25
5/7/2019,8:15,4.77,282.57,101
5/7/2019,ETC,11.43,"1,555.49",432
5/7/2019,Passport,8.45,"1,013.82",403
5/7/2019,Post Office,10.99,306.8,30
5/8/2019,ETC,10.35,"1,581.24",508
5/8/2019,Post Office,17.94,573.68,34
5/8/2019,8:15,5.04,334.19,116
5/8/2019,Passport,8.07,"1,027.08",410
5/9/2019,Post Office,31.03,"1,022.98",36
5/9/2019,Passport,7.45,"1,189.75",482
5/9/2019,8:15,5.91,486.96,167
5/9/2019,ETC,15.89,"3,311.48",827
5/10/2019,Post Office,14.76,486.64,37
5/10/2019,Passport,7.86,"1,176.68",478
5/10/2019,ETC,15.53,"3,404.24",898
5/10/2019,8:15,5.57,426.11,163
5/11/2019,ETC,16.84,"3,925.24",984
5/12/2019,Concessions,5.81,"2,539.00",855
5/12/2019,ETC,12.32,"2,229.46",693
5/12/2019,Concessions,6.61,"3,399.00",1142
5/13/2019,Tylers,8.6,"1,886.07",509
5/13/2019,8:15,4.99,430.19,166
5/13/2019,ETC,10.85,"1,902.41",528
5/13/2019,Post Office,29.61,946.42,38
5/14/2019,Post Office,26.45,528.28,27
5/14/2019,8:15,4.6,297.74,111
5/14/2019,ETC,6.53,574.65,171
5/14/2019,Tylers,7.66,"1,654.97",427
5/15/2019,8:15,4.64,386.2,152
5/15/2019,Tylers,7.93,"1,623.78",419
5/15/2019,ETC,7.48,497.07,163
5/15/2019,Post Office,39.37,472.2,14
5/16/2019,Concessions,5.87,176,57
5/16/2019,Post Office,17.09,307.14,19
5/16/2019,Tylers,8.67,"1,748.01",496
5/16/2019,ETC,6.7,532.17,154
5/16/2019,8:15,6.03,415.27,118
5/17/2019,Tylers,8.22,"1,507.80",403
5/17/2019,ETC,5.63,367.48,127
5/17/2019,Concessions,4.89,176,57
5/17/2019,8:15,5.12,405.83,155
5/17/2019,Post Office,15.52,217.3,14
5/18/2019,Concessions,6.42,411,130
5/18/2019,Tylers,8.75,472.33,120
5/18/2019,ETC,8.64,444.35,144
5/19/2019,Tylers,10.48,796.84,214
5/19/2019,ETC,11.43,628.06,162
5/20/2019,Post Office,13.57,298.32,24
5/20/2019,Tylers,7.07,549.63,154
5/20/2019,8:15,3.83,263.58,105
5/20/2019,ETC,8.87,"1,458.35",410
5/20/2019,Passport,6.4,614.72,228
5/21/2019,Post Office,20.24,485.57,29
5/21/2019,Tylers,7.04,737.66,202
5/21/2019,ETC,8.05,"1,282.07",372
5/21/2019,8:15,3.98,246.63,101
5/21/2019,Passport,6.91,818.13,334
5/22/2019,Post Office,26.59,398.73,16
5/22/2019,Tylers,7.18,789.1,215
5/22/2019,ETC,7.36,976.13,304
5/22/2019,Passport,6.3,650.48,257
5/22/2019,8:15,4.81,336.29,133
5/23/2019,Post Office,14.49,260.42,18
5/23/2019,8:15,4.9,246.66,92
5/23/2019,Passport,6.37,582.19,208
5/23/2019,ETC,7.5,948.17,282
5/23/2019,Tylers,8.69,527.65,124
5/24/2019,Tylers,6.56,525.73,153
5/24/2019,8:15,4.67,249.74,98
5/24/2019,ETC,6.87,"1,072.77",337
